sheepX,sheepY,wolfX,wolfY
1587,176,1587,66
1588,174,1588,66
1589,176,1589,66
1590,175,1590,66
1591,177,1591,66
1592,175,1592,66
1593,179,1593,66
1594,181,1594,66
1595,182,1595,66
1596,181,1596,66
1597,175,1597,66
1598,179,1598,66
1599,181,1599,66
1600,181,1600,66
1601,180,1601,66
1602,181,1602,66
1603,181,1603,66
1604,180,1604,66
1605,183,1605,66
1606,180,1606,66
1607,181,1607,66
1608,182,1608,66
1609,182,1609,66
1610,181,1610,66
1611,184,1611,66
1612,185,1612,66
1613,185,1613,66
1614,183,1614,66
1615,186,1615,66
1616,187,1616,66
1617,188,1617,66
1618,187,1618,66
1619,186,1619,66
1620,191,1620,66
1621,190,1621,66
1622,188,1622,66
1623,189,1623,66
1624,190,1624,66
1625,186,1625,66
1626,189,1626,66
1627,191,1627,66
1628,194,1628,66
1629,195,1629,66
1630,196,1630,66
1631,197,1631,66
1632,197,1632,66
1633,194,1633,66
1634,193,1634,66
1635,187,1635,66
1636,187,1636,66
1637,187,1637,66
1638,187,1638,66
1639,183,1639,66
1640,184,1640,66
1641,184,1641,66
1642,179,1642,66
1643,179,1643,66
1644,177,1644,66
1645,173,1645,66
1646,173,1646,66
1647,174,1647,66
1648,170,1648,66
1649,173,1649,66
1650,172,1650,66
1651,171,1651,66
1652,173,1652,66
1653,176,1653,66
1654,175,1654,66
1655,174,1655,66
1656,167,1656,66
1657,165,1657,66
1658,159,1658,66
1659,159,1659,66
1660,160,1660,66
1661,157,1661,66
1662,157,1662,66
1663,156,1663,66
1664,159,1664,66
1665,161,1665,66
1666,163,1666,66
1667,162,1667,66
1668,158,1668,66
1669,155,1669,66
1670,155,1670,66
1671,155,1671,66
1672,155,1672,66
1673,153,1673,66
1674,151,1674,66
1675,152,1675,66
1676,149,1676,66
1677,151,1677,66
1678,152,1678,66
1679,149,1679,66
1680,148,1680,66
1681,145,1681,66
1682,143,1682,66
1683,145,1683,66
1684,145,1684,66
1685,142,1685,66
1686,140,1686,66
1687,139,1687,66
1688,135,1688,66
1689,132,1689,66
1690,134,1690,66
1691,134,1691,66
1692,137,1692,66
1693,137,1693,66
1694,133,1694,66
1695,130,1695,66
1696,132,1696,66
1697,133,1697,66
1698,131,1698,66
1699,134,1699,66
1700,134,1700,66
1701,134,1701,66
1702,136,1702,66
1703,136,1703,66
1704,136,1704,66
1705,137,1705,66
1706,137,1706,66
1707,136,1707,66
1708,138,1708,66
1709,137,1709,66
1710,135,1710,66
1711,137,1711,66
1712,137,1712,66
1713,134,1713,66
1714,133,1714,66
1715,135,1715,66
1716,133,1716,66
1717,132,1717,66
1718,135,1718,66
1719,136,1719,66
1720,135,1720,66
1721,136,1721,66
1722,133,1722,66
1723,134,1723,66
1724,134,1724,66
1725,137,1725,66
1726,138,1726,66
1727,136,1727,66
1728,137,1728,66
1729,133,1729,66
1730,132,1730,66
1731,131,1731,66
1732,130,1732,66
1733,129,1733,66
1734,134,1734,66
1735,129,1735,66
1736,128,1736,66
1737,129,1737,66
1738,127,1738,66
1739,124,1739,66
1740,124,1740,66
1741,122,1741,66
1742,121,1742,66
1743,124,1743,66
1744,123,1744,66
1745,118,1745,66
1746,117,1746,66
1747,117,1747,66
1748,117,1748,66
1749,118,1749,66
1750,118,1750,66
1751,118,1751,66
1752,118,1752,66
1753,117,1753,66
1754,119,1754,66
1755,116,1755,66
1756,114,1756,66
1757,112,1757,66
1758,115,1758,66
1759,109,1759,66
1760,109,1760,66
1761,107,1761,66
1762,105,1762,66
1763,105,1763,66
1764,102,1764,66
1765,103,1765,66
1766,105,1766,66
1767,106,1767,66
1768,107,1768,66
1769,108,1769,66
1770,111,1770,66
1771,107,1771,66
1772,106,1772,66
1773,110,1773,66
1774,109,1774,66
1775,113,1775,66
1776,115,1776,66
1777,116,1777,66
1778,118,1778,66
1779,114,1779,66
1780,113,1780,66
1781,112,1781,66
1782,107,1782,66
1783,106,1783,66
1784,105,1784,66
1785,105,1785,66
1786,108,1786,66
1787,107,1787,66
1788,109,1788,66
1789,110,1789,66
1790,110,1790,66
1791,107,1791,66
1792,107,1792,66
1793,108,1793,66
1794,107,1794,66
1795,106,1795,66
1796,107,1796,66
1797,107,1797,66
1798,103,1798,66
1799,100,1799,66
1800,101,1800,66
1801,104,1801,66
1802,103,1802,66
1803,104,1803,66
1804,106,1804,66
1805,108,1805,66
1806,108,1806,66
1807,108,1807,66
1808,108,1808,66
1809,107,1809,66
1810,104,1810,66
1811,106,1811,66
1812,107,1812,66
1813,110,1813,66
1814,107,1814,66
1815,108,1815,66
1816,106,1816,66
1817,108,1817,66
1818,111,1818,66
1819,111,1819,66
1820,110,1820,66
1821,112,1821,66
1822,112,1822,66
1823,111,1823,66
1824,110,1824,66
1825,109,1825,66
1826,110,1826,66
1827,112,1827,66
1828,110,1828,66
1829,110,1829,66
1830,105,1830,66
1831,104,1831,66
1832,105,1832,66
1833,109,1833,66
1834,111,1834,66
1835,109,1835,66
1836,111,1836,66
1837,111,1837,66
1838,110,1838,66
1839,108,1839,66
1840,109,1840,66
1841,111,1841,66
1842,109,1842,66
1843,112,1843,66
1844,112,1844,66
1845,111,1845,66
1846,114,1846,66
1847,108,1847,66
1848,107,1848,66
1849,106,1849,66
1850,104,1850,66
1851,105,1851,66
1852,106,1852,66
1853,102,1853,66
1854,102,1854,66
1855,104,1855,66
1856,103,1856,66
1857,101,1857,66
1858,100,1858,66
1859,100,1859,66
1860,99,1860,66
1861,102,1861,66
1862,103,1862,66
1863,103,1863,66
1864,102,1864,66
1865,100,1865,66
1866,106,1866,66
1867,107,1867,66
1868,108,1868,66
1869,107,1869,66
1870,103,1870,66
1871,105,1871,66
1872,104,1872,66
1873,106,1873,66
1874,103,1874,66
1875,102,1875,66
1876,101,1876,66
1877,103,1877,66
1878,99,1878,66
1879,99,1879,66
1880,99,1880,66
1881,99,1881,66
1882,98,1882,66
1883,102,1883,66
1884,101,1884,66
1885,101,1885,66
1886,101,1886,66
1887,103,1887,66
1888,102,1888,66
1889,101,1889,66
1890,100,1890,66
1891,101,1891,66
1892,101,1892,66
1893,101,1893,66
1894,102,1894,66
1895,103,1895,66
1896,101,1896,66
1897,95,1897,66
1898,95,1898,66
1899,94,1899,66
1900,95,1900,66
1901,97,1901,66
1902,98,1902,66
1903,102,1903,66
1904,103,1904,66
1905,108,1905,66
1906,107,1906,66
1907,111,1907,66
1908,112,1908,66
1909,111,1909,66
1910,110,1910,66
1911,110,1911,66
1912,108,1912,66
1913,105,1913,66
1914,102,1914,66
1915,97,1915,66
1916,97,1916,66
1917,97,1917,66
1918,101,1918,66
1919,102,1919,66
1920,106,1920,66
1921,104,1921,66
1922,106,1922,66
1923,108,1923,66
1924,109,1924,66
1925,107,1925,66
1926,108,1926,66
1927,105,1927,66
1928,105,1928,66
1929,103,1929,66
1930,103,1930,66
1931,106,1931,66
1932,105,1932,66
1933,104,1933,66
1934,104,1934,66
1935,101,1935,66
1936,102,1936,66
1937,104,1937,66
1938,106,1938,66
1939,105,1939,66
1940,103,1940,66
1941,103,1941,66
1942,101,1942,66
1943,102,1943,66
1944,101,1944,66
1945,97,1945,66
1946,96,1946,66
1947,92,1947,66
1948,91,1948,66
1949,91,1949,66
1950,96,1950,66
1951,97,1951,66
1952,96,1952,66
1953,101,1953,66
1954,102,1954,66
1955,98,1955,66
1956,97,1956,66
1957,99,1957,66
1958,98,1958,66
1959,97,1959,66
1960,93,1960,66
1961,92,1961,66
1962,91,1962,66
1963,91,1963,66
1964,94,1964,66
1965,91,1965,66
1966,92,1966,66
1967,89,1967,66
1968,89,1968,66
1969,87,1969,66
1970,89,1970,66
1971,89,1971,66
1972,91,1972,66
1973,91,1973,66
1974,91,1974,66
1975,92,1975,66
1976,97,1976,66
1977,98,1977,66
1978,97,1978,66
1979,97,1979,66
1980,98,1980,66
1981,100,1981,66
1982,99,1982,66
1983,97,1983,66
1984,101,1984,66
1985,103,1985,66
1986,103,1986,66
1987,105,1987,66
1988,106,1988,66
1989,106,1989,66
1990,102,1990,66
1991,99,1991,66
1992,101,1992,66
1993,104,1993,66
1994,103,1994,66
1995,104,1995,66
1996,103,1996,66
1997,104,1997,66
1998,105,1998,66
1999,104,1999,66
2000,108,2000,66
2001,106,2001,66
2002,106,2002,66
2003,106,2003,66
2004,104,2004,66
2005,103,2005,66
2006,105,2006,66
2007,105,2007,66
2008,106,2008,66
2009,101,2009,66
2010,103,2010,66
2011,98,2011,66
2012,103,2012,66
2013,104,2013,66
2014,108,2014,66
2015,104,2015,66
2016,104,2016,66
2017,103,2017,66
2018,105,2018,66
2019,102,2019,66
2020,102,2020,66
2021,105,2021,66
2022,107,2022,66
2023,105,2023,66
2024,109,2024,66
2025,109,2025,66
2026,108,2026,66
2027,110,2027,66
2028,111,2028,66
2029,109,2029,66
2030,108,2030,66
2031,106,2031,66
2032,107,2032,66
2033,108,2033,66
2034,107,2034,66
2035,104,2035,66
2036,102,2036,66
2037,101,2037,66
2038,98,2038,66
2039,96,2039,66
2040,97,2040,66
2041,93,2041,66
2042,92,2042,66
2043,94,2043,66
2044,93,2044,66
2045,91,2045,66
2046,89,2046,66
2047,92,2047,66
2048,90,2048,66
2049,91,2049,66
2050,87,2050,66
2051,85,2051,66
2052,86,2052,66
2053,85,2053,66
2054,82,2054,66
2055,85,2055,66
2056,86,2056,66
2057,88,2057,66
2058,88,2058,66
2059,91,2059,66
2060,90,2060,66
2061,91,2061,66
2062,91,2062,66
2063,89,2063,66
2064,89,2064,66
2065,90,2065,66
2066,91,2066,66
2067,92,2067,66
2068,91,2068,66
2069,87,2069,66
2070,85,2070,66
2071,84,2071,66
2072,86,2072,66
2073,86,2073,66
2074,87,2074,66
2075,86,2075,66
2076,86,2076,66
2077,83,2077,66
2078,82,2078,66
2079,81,2079,66
2080,83,2080,66
2081,84,2081,66
2082,84,2082,66
2083,85,2083,66
2084,85,2084,66
2085,83,2085,66
2086,85,2086,66
2087,87,2087,66
2088,89,2088,66
2089,89,2089,66
2090,89,2090,66
2091,89,2091,66
2092,89,2092,66
2093,93,2093,66
2094,94,2094,66
2095,93,2095,66
2096,92,2096,66
2097,94,2097,66
2098,95,2098,66
2099,98,2099,66
2100,97,2100,66
2101,97,2101,66
2102,98,2102,66
2103,97,2103,66
2104,98,2104,66
2105,100,2105,66
2106,101,2106,66
2107,99,2107,66
2108,96,2108,66
2109,97,2109,66
2110,98,2110,66
2111,100,2111,66
2112,100,2112,66
2113,102,2113,66
2114,102,2114,66
2115,101,2115,66
2116,104,2116,66
2117,104,2117,66
2118,101,2118,66
2119,101,2119,66
2120,102,2120,66
2121,101,2121,66
2122,101,2122,66
2123,99,2123,66
2124,101,2124,66
2125,99,2125,66
2126,98,2126,66
2127,97,2127,66
2128,98,2128,66
2129,96,2129,66
2130,97,2130,66
2131,98,2131,66
2132,96,2132,66
2133,94,2133,66
2134,95,2134,66
